"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2023/05/02","00:00","0.771","-","0.969"
"2023/05/02","00:06","0.747","-","0.959"
"2023/05/02","00:12","0.722","-","0.926"
"2023/05/02","00:18","0.697","-","0.922"
"2023/05/02","00:24","0.672","-","0.908"
"2023/05/02","00:30","0.647","-","0.884"
"2023/05/02","00:36","0.622","-","0.849"
"2023/05/02","00:42","0.597","-","0.828"
"2023/05/02","00:48","0.572","-","0.818"
"2023/05/02","00:54","0.548","-","0.783"
"2023/05/02","01:00","0.523","-","0.759"
"2023/05/02","01:06","0.499","-","0.726"
"2023/05/02","01:12","0.475","-","0.7"
"2023/05/02","01:18","0.452","-","0.677"
"2023/05/02","01:24","0.428","-","0.653"
"2023/05/02","01:30","0.406","-","0.631"
"2023/05/02","01:36","0.384","-","0.617"
"2023/05/02","01:42","0.363","-","0.585"
"2023/05/02","01:48","0.342","-","0.552"
"2023/05/02","01:54","0.322","-","0.532"
"2023/05/02","02:00","0.303","-","0.509"
"2023/05/02","02:06","0.285","-","0.496"
"2023/05/02","02:12","0.267","-","0.481"
"2023/05/02","02:18","0.251","-","0.473"
"2023/05/02","02:24","0.236","-","0.446"
"2023/05/02","02:30","0.222","-","0.42"
"2023/05/02","02:36","0.209","-","0.411"
"2023/05/02","02:42","0.197","-","0.387"
"2023/05/02","02:48","0.186","-","0.358"
"2023/05/02","02:54","0.177","-","0.332"
"2023/05/02","03:00","0.169","-","0.314"
"2023/05/02","03:06","0.163","-","0.304"
"2023/05/02","03:12","0.158","-","0.283"
"2023/05/02","03:18","0.155","-","0.273"
"2023/05/02","03:24","0.153","-","0.259"
"2023/05/02","03:30","0.152","-","0.247"
"2023/05/02","03:36","0.153","-","0.249"
"2023/05/02","03:42","0.156","-","0.223"
"2023/05/02","03:48","0.16","-","0.238"
"2023/05/02","03:54","0.165","-","0.237"
"2023/05/02","04:00","0.172","-","0.239"
"2023/05/02","04:06","0.181","-","0.25"
"2023/05/02","04:12","0.191","-","0.251"
"2023/05/02","04:18","0.202","-","0.255"
"2023/05/02","04:24","0.214","-","0.279"
"2023/05/02","04:30","0.228","-","0.301"
"2023/05/02","04:36","0.243","-","0.297"
"2023/05/02","04:42","0.259","-","0.32"
"2023/05/02","04:48","0.277","-","0.338"
"2023/05/02","04:54","0.295","-","0.35"
"2023/05/02","05:00","0.314","-","0.386"
"2023/05/02","05:06","0.334","-","0.408"
"2023/05/02","05:12","0.355","-","0.416"
"2023/05/02","05:18","0.376","-","0.453"
"2023/05/02","05:24","0.398","-","0.474"
"2023/05/02","05:30","0.421","-","0.494"
"2023/05/02","05:36","0.444","-","0.52"
"2023/05/02","05:42","0.467","-","0.543"
"2023/05/02","05:48","0.491","-","0.562"
"2023/05/02","05:54","0.515","-","0.61"
"2023/05/02","06:00","0.539","-","0.618"
"2023/05/02","06:06","0.563","-","0.649"
"2023/05/02","06:12","0.588","-","0.666"
"2023/05/02","06:18","0.612","-","0.693"
"2023/05/02","06:24","0.636","-","0.721"
"2023/05/02","06:30","0.66","-","0.737"
"2023/05/02","06:36","0.683","-","0.776"
"2023/05/02","06:42","0.707","-","0.801"
"2023/05/02","06:48","0.73","-","0.819"
"2023/05/02","06:54","0.753","-","0.845"
"2023/05/02","07:00","0.775","-","0.885"
"2023/05/02","07:06","0.797","-","0.883"
"2023/05/02","07:12","0.819","-","0.892"
"2023/05/02","07:18","0.84","-","0.919"
"2023/05/02","07:24","0.861","-","0.948"
"2023/05/02","07:30","0.881","-","1.004"
"2023/05/02","07:36","0.9","-","1.007"
"2023/05/02","07:42","0.919","-","1.018"
"2023/05/02","07:48","0.937","-","1.027"
"2023/05/02","07:54","0.954","-","1.04"
"2023/05/02","08:00","0.971","-","1.059"
"2023/05/02","08:06","0.987","-","1.075"
"2023/05/02","08:12","1.002","-","1.086"
"2023/05/02","08:18","1.017","-","1.105"
"2023/05/02","08:24","1.03","-","1.129"
"2023/05/02","08:30","1.043","-","1.145"
"2023/05/02","08:36","1.054","-","1.156"
"2023/05/02","08:42","1.065","-","1.184"
"2023/05/02","08:48","1.075","-","1.186"
"2023/05/02","08:54","1.083","-","1.199"
"2023/05/02","09:00","1.091","-","1.2"
"2023/05/02","09:06","1.097","-","1.206"
"2023/05/02","09:12","1.103","-","1.22"
"2023/05/02","09:18","1.107","-","1.207"
"2023/05/02","09:24","1.11","-","1.218"
"2023/05/02","09:30","1.111","-","1.213"
"2023/05/02","09:36","1.112","-","1.215"
"2023/05/02","09:42","1.111","-","1.206"
"2023/05/02","09:48","1.109","-","1.209"
"2023/05/02","09:54","1.105","-","1.222"
"2023/05/02","10:00","1.101","-","1.204"
"2023/05/02","10:06","1.095","-","1.199"
"2023/05/02","10:12","1.088","-","1.189"
"2023/05/02","10:18","1.079","-","1.188"
"2023/05/02","10:24","1.07","-","1.189"
"2023/05/02","10:30","1.059","-","1.181"
"2023/05/02","10:36","1.047","-","1.172"
"2023/05/02","10:42","1.033","-","1.173"
"2023/05/02","10:48","1.019","-","1.174"
"2023/05/02","10:54","1.004","-","1.161"
"2023/05/02","11:00","0.987","-","1.151"
"2023/05/02","11:06","0.97","-","1.139"
"2023/05/02","11:12","0.952","-","1.12"
"2023/05/02","11:18","0.932","-","1.1"
"2023/05/02","11:24","0.913","-","1.092"
"2023/05/02","11:30","0.892","-","1.091"
"2023/05/02","11:36","0.87","-","1.069"
"2023/05/02","11:42","0.848","-","1.048"
"2023/05/02","11:48","0.826","-","1.026"
"2023/05/02","11:54","0.803","-","1.004"
"2023/05/02","12:00","0.779","-","0.987"
"2023/05/02","12:06","0.755","-","0.967"
"2023/05/02","12:12","0.731","-","0.945"
"2023/05/02","12:18","0.706","-","0.931"
"2023/05/02","12:24","0.681","-","0.913"
"2023/05/02","12:30","0.656","-","0.881"
"2023/05/02","12:36","0.631","-","0.863"
"2023/05/02","12:42","0.606","-","0.834"
"2023/05/02","12:48","0.581","-","0.819"
"2023/05/02","12:54","0.556","-","0.79"
"2023/05/02","13:00","0.531","-","0.759"
"2023/05/02","13:06","0.506","-","0.754"
"2023/05/02","13:12","0.481","-","0.725"
"2023/05/02","13:18","0.457","-","0.716"
"2023/05/02","13:24","0.433","-","0.71"
"2023/05/02","13:30","0.409","-","0.689"
"2023/05/02","13:36","0.386","-","0.661"
"2023/05/02","13:42","0.363","-","0.654"
"2023/05/02","13:48","0.34","-","0.628"
"2023/05/02","13:54","0.319","-","0.605"
"2023/05/02","14:00","0.297","-","0.578"
"2023/05/02","14:06","0.277","-","0.555"
"2023/05/02","14:12","0.257","-","0.527"
"2023/05/02","14:18","0.238","-","0.496"
"2023/05/02","14:24","0.22","-","0.47"
"2023/05/02","14:30","0.203","-","0.447"
"2023/05/02","14:36","0.186","-","0.429"
"2023/05/02","14:42","0.171","-","0.415"
"2023/05/02","14:48","0.157","-","0.398"
"2023/05/02","14:54","0.144","-","0.392"
"2023/05/02","15:00","0.132","-","0.357"
"2023/05/02","15:06","0.121","-","0.345"
"2023/05/02","15:12","0.112","-","0.333"
"2023/05/02","15:18","0.104","-","0.322"
"2023/05/02","15:24","0.097","-","0.317"
"2023/05/02","15:30","0.092","-","0.311"
"2023/05/02","15:36","0.088","-","0.304"
"2023/05/02","15:42","0.086","-","0.3"
"2023/05/02","15:48","0.085","-","0.29"
"2023/05/02","15:54","0.086","-","0.28"
"2023/05/02","16:00","0.089","-","0.267"
"2023/05/02","16:06","0.093","-","0.269"
"2023/05/02","16:12","0.098","-","0.279"
"2023/05/02","16:18","0.105","-","0.284"
"2023/05/02","16:24","0.114","-","0.284"
"2023/05/02","16:30","0.124","-","0.293"
"2023/05/02","16:36","0.136","-","0.294"
"2023/05/02","16:42","0.149","-","0.308"
"2023/05/02","16:48","0.163","-","0.308"
"2023/05/02","16:54","0.179","-","0.336"
"2023/05/02","17:00","0.196","-","0.356"
"2023/05/02","17:06","0.215","-","0.367"
"2023/05/02","17:12","0.234","-","0.386"
"2023/05/02","17:18","0.255","-","0.399"
"2023/05/02","17:24","0.277","-","0.441"
"2023/05/02","17:30","0.3","-","0.446"
"2023/05/02","17:36","0.323","-","0.481"
"2023/05/02","17:42","0.348","-","0.498"
"2023/05/02","17:48","0.373","-","0.52"
"2023/05/02","17:54","0.399","-","0.542"
"2023/05/02","18:00","0.425","-","0.572"
"2023/05/02","18:06","0.452","-","0.591"
"2023/05/02","18:12","0.48","-","0.628"
"2023/05/02","18:18","0.508","-","0.652"
"2023/05/02","18:24","0.536","-","0.679"
"2023/05/02","18:30","0.564","-","0.727"
"2023/05/02","18:36","0.592","-","0.741"
"2023/05/02","18:42","0.621","-","0.78"
"2023/05/02","18:48","0.649","-","0.807"
"2023/05/02","18:54","0.678","-","0.849"
"2023/05/02","19:00","0.706","-","0.865"
"2023/05/02","19:06","0.735","-","0.897"
"2023/05/02","19:12","0.763","-","0.926"
"2023/05/02","19:18","0.79","-","0.947"
"2023/05/02","19:24","0.818","-","0.961"
"2023/05/02","19:30","0.845","-","0.988"
"2023/05/02","19:36","0.872","-","1.017"
"2023/05/02","19:42","0.898","-","1.044"
"2023/05/02","19:48","0.924","-","1.069"
"2023/05/02","19:54","0.949","-","1.093"
"2023/05/02","20:00","0.973","-","1.099"
"2023/05/02","20:06","0.997","-","1.142"
"2023/05/02","20:12","1.02","-","1.159"
"2023/05/02","20:18","1.043","-","1.178"
"2023/05/02","20:24","1.064","-","1.186"
"2023/05/02","20:30","1.085","-","1.203"
"2023/05/02","20:36","1.105","-","1.224"
"2023/05/02","20:42","1.124","-","1.238"
"2023/05/02","20:48","1.142","-","1.233"
"2023/05/02","20:54","1.158","-","1.25"
"2023/05/02","21:00","1.174","-","1.285"
"2023/05/02","21:06","1.189","-","1.286"
"2023/05/02","21:12","1.202","-","1.306"
"2023/05/02","21:18","1.214","-","1.32"
"2023/05/02","21:24","1.225","-","1.337"
"2023/05/02","21:30","1.234","-","1.342"
"2023/05/02","21:36","1.242","-","1.344"
"2023/05/02","21:42","1.249","-","1.361"
"2023/05/02","21:48","1.254","-","1.374"
"2023/05/02","21:54","1.258","-","1.374"
"2023/05/02","22:00","1.26","-","1.382"
"2023/05/02","22:06","1.261","-","1.385"
"2023/05/02","22:12","1.26","-","1.389"
"2023/05/02","22:18","1.257","-","1.372"
"2023/05/02","22:24","1.253","-","1.377"
"2023/05/02","22:30","1.248","-","1.39"
"2023/05/02","22:36","1.24","-","1.385"
"2023/05/02","22:42","1.232","-","1.385"
"2023/05/02","22:48","1.222","-","1.376"
"2023/05/02","22:54","1.21","-","1.363"
"2023/05/02","23:00","1.197","-","1.349"
"2023/05/02","23:06","1.182","-","1.338"
"2023/05/02","23:12","1.166","-","1.324"
"2023/05/02","23:18","1.149","-","1.303"
"2023/05/02","23:24","1.131","-","1.305"
"2023/05/02","23:30","1.111","-","1.294"
"2023/05/02","23:36","1.09","-","1.293"
"2023/05/02","23:42","1.068","-","1.249"
"2023/05/02","23:48","1.045","-","1.236"
"2023/05/02","23:54","1.021","-","1.21"
"2023/05/03","00:00","0.997","-","1.188"
"2023/05/03","00:06","0.971","-","1.167"
"2023/05/03","00:12","0.945","-","1.147"
"2023/05/03","00:18","0.918","-","1.12"
"2023/05/03","00:24","0.891","-","1.095"
"2023/05/03","00:30","0.863","-","1.064"
"2023/05/03","00:36","0.835","-","1.051"
"2023/05/03","00:42","0.806","-","1.023"
"2023/05/03","00:48","0.777","-","0.992"
"2023/05/03","00:54","0.748","-","0.957"
"2023/05/03","01:00","0.719","-","0.923"
"2023/05/03","01:06","0.69","-","0.89"
"2023/05/03","01:12","0.661","-","0.86"
"2023/05/03","01:18","0.631","-","0.832"
"2023/05/03","01:24","0.603","-","0.802"
"2023/05/03","01:30","0.574","-","0.755"
"2023/05/03","01:36","0.545","-","0.739"
"2023/05/03","01:42","0.517","-","0.706"
"2023/05/03","01:48","0.489","-","0.671"
"2023/05/03","01:54","0.462","-","0.626"
"2023/05/03","02:00","0.435","-","0.599"
"2023/05/03","02:06","0.409","-","0.578"
"2023/05/03","02:12","0.383","-","0.558"
"2023/05/03","02:18","0.358","-","0.513"
"2023/05/03","02:24","0.334","-","0.474"
"2023/05/03","02:30","0.31","-","0.448"
"2023/05/03","02:36","0.288","-","0.421"
"2023/05/03","02:42","0.266","-","0.385"
"2023/05/03","02:48","0.245","-","0.351"
"2023/05/03","02:54","0.225","-","0.35"
"2023/05/03","03:00","0.207","-","0.33"
"2023/05/03","03:06","0.189","-","0.301"
"2023/05/03","03:12","0.173","-","0.281"
"2023/05/03","03:18","0.158","-","0.266"
"2023/05/03","03:24","0.145","-","0.267"
"2023/05/03","03:30","0.132","-","0.235"
"2023/05/03","03:36","0.121","-","0.197"
"2023/05/03","03:42","0.112","-","0.19"
"2023/05/03","03:48","0.104","-","0.185"
"2023/05/03","03:54","0.098","-","0.173"
"2023/05/03","04:00","0.093","-","0.163"
"2023/05/03","04:06","0.09","-","0.167"
"2023/05/03","04:12","0.088","-","0.155"
"2023/05/03","04:18","0.088","-","0.165"
"2023/05/03","04:24","0.089","-","0.177"
"2023/05/03","04:30","0.093","-","0.19"
"2023/05/03","04:36","0.098","-","0.176"
"2023/05/03","04:42","0.104","-","0.208"
"2023/05/03","04:48","0.112","-","0.212"
"2023/05/03","04:54","0.122","-","0.2"
"2023/05/03","05:00","0.133","-","0.229"
"2023/05/03","05:06","0.145","-","0.255"
"2023/05/03","05:12","0.159","-","0.264"
"2023/05/03","05:18","0.175","-","0.302"
"2023/05/03","05:24","0.191","-","0.316"
"2023/05/03","05:30","0.209","-","0.343"
"2023/05/03","05:36","0.229","-","0.39"
"2023/05/03","05:42","0.249","-","0.399"
"2023/05/03","05:48","0.27","-","0.447"
"2023/05/03","05:54","0.292","-","0.473"
"2023/05/03","06:00","0.315","-","0.523"
"2023/05/03","06:06","0.339","-","0.548"
"2023/05/03","06:12","0.364","-","0.565"
"2023/05/03","06:18","0.389","-","0.598"
"2023/05/03","06:24","0.415","-","0.64"
"2023/05/03","06:30","0.441","-","0.677"
"2023/05/03","06:36","0.467","-","0.756"
"2023/05/03","06:42","0.494","-","0.808"
"2023/05/03","06:48","0.521","-","0.874"
"2023/05/03","06:54","0.548","-","0.893"
"2023/05/03","07:00","0.576","-","0.91"
"2023/05/03","07:06","0.603","-","0.912"
"2023/05/03","07:12","0.63","-","0.916"
"2023/05/03","07:18","0.657","-","0.935"
"2023/05/03","07:24","0.683","-","0.935"
"2023/05/03","07:30","0.71","-","0.961"
"2023/05/03","07:36","0.736","-","0.994"
"2023/05/03","07:42","0.762","-","1.012"
"2023/05/03","07:48","0.787","-","1.028"
"2023/05/03","07:54","0.812","-","1.05"
"2023/05/03","08:00","0.836","-","1.083"
"2023/05/03","08:06","0.86","-","1.093"
"2023/05/03","08:12","0.883","-","1.115"
"2023/05/03","08:18","0.905","-","1.147"
"2023/05/03","08:24","0.927","-","1.15"
"2023/05/03","08:30","0.948","-","1.154"
"2023/05/03","08:36","0.968","-","1.166"
"2023/05/03","08:42","0.987","-","1.185"
"2023/05/03","08:48","1.005","-","1.19"
"2023/05/03","08:54","1.023","-","1.193"
"2023/05/03","09:00","1.039","-","1.214"
"2023/05/03","09:06","1.055","-","1.234"
"2023/05/03","09:12","1.069","-","1.241"
"2023/05/03","09:18","1.082","-","1.247"
"2023/05/03","09:24","1.095","-","1.258"
"2023/05/03","09:30","1.105","-","1.253"
"2023/05/03","09:36","1.115","-","1.26"
"2023/05/03","09:42","1.124","-","1.268"
"2023/05/03","09:48","1.131","-","1.277"
"2023/05/03","09:54","1.137","-","1.27"
"2023/05/03","10:00","1.141","-","1.278"
"2023/05/03","10:06","1.144","-","1.253"
"2023/05/03","10:12","1.146","-","1.245"
"2023/05/03","10:18","1.146","-","1.248"
"2023/05/03","10:24","1.145","-","1.249"
"2023/05/03","10:30","1.142","-","1.27"
"2023/05/03","10:36","1.138","-","1.272"
"2023/05/03","10:42","1.132","-","1.272"
"2023/05/03","10:48","1.125","-","1.253"
"2023/05/03","10:54","1.117","-","1.258"
"2023/05/03","11:00","1.107","-","1.271"
"2023/05/03","11:06","1.096","-","1.286"
"2023/05/03","11:12","1.083","-","1.288"
"2023/05/03","11:18","1.069","-","1.274"
"2023/05/03","11:24","1.054","-","1.272"
"2023/05/03","11:30","1.037","-","1.273"
"2023/05/03","11:36","1.019","-","1.264"
"2023/05/03","11:42","1","-","1.269"
"2023/05/03","11:48","0.981","-","1.256"
"2023/05/03","11:54","0.96","-","1.26"
"2023/05/03","12:00","0.938","-","1.249"
"2023/05/03","12:06","0.915","-","1.229"
"2023/05/03","12:12","0.891","-","1.209"
"2023/05/03","12:18","0.867","-","1.191"
"2023/05/03","12:24","0.842","-","1.155"
"2023/05/03","12:30","0.816","-","1.142"
"2023/05/03","12:36","0.79","-","1.1"
"2023/05/03","12:42","0.764","-","1.07"
"2023/05/03","12:48","0.737","-","1.039"
"2023/05/03","12:54","0.71","-","1.016"
"2023/05/03","13:00","0.682","-","0.986"
"2023/05/03","13:06","0.655","-","0.962"
"2023/05/03","13:12","0.627","-","0.943"
"2023/05/03","13:18","0.6","-","0.906"
"2023/05/03","13:24","0.572","-","0.883"
"2023/05/03","13:30","0.544","-","0.855"
"2023/05/03","13:36","0.517","-","0.83"
"2023/05/03","13:42","0.49","-","0.784"
"2023/05/03","13:48","0.463","-","0.751"
"2023/05/03","13:54","0.436","-","0.726"
"2023/05/03","14:00","0.41","-","0.708"
"2023/05/03","14:06","0.385","-","0.686"
"2023/05/03","14:12","0.359","-","0.64"
"2023/05/03","14:18","0.335","-","0.608"
"2023/05/03","14:24","0.31","-","0.585"
"2023/05/03","14:30","0.287","-","0.568"
"2023/05/03","14:36","0.264","-","0.54"
"2023/05/03","14:42","0.242","-","0.528"
"2023/05/03","14:48","0.221","-","0.496"
"2023/05/03","14:54","0.2","-","0.472"
"2023/05/03","15:00","0.18","-","0.441"
"2023/05/03","15:06","0.162","-","0.395"
"2023/05/03","15:12","0.144","-","0.363"
"2023/05/03","15:18","0.127","-","0.349"
"2023/05/03","15:24","0.112","-","0.331"
"2023/05/03","15:30","0.097","-","0.308"
"2023/05/03","15:36","0.084","-","0.29"
"2023/05/03","15:42","0.072","-","0.283"
"2023/05/03","15:48","0.062","-","0.28"
"2023/05/03","15:54","0.052","-","0.267"
"2023/05/03","16:00","0.045","-","0.256"
"2023/05/03","16:06","0.038","-","0.245"
"2023/05/03","16:12","0.033","-","0.24"
"2023/05/03","16:18","0.03","-","0.241"
"2023/05/03","16:24","0.028","-","0.252"
"2023/05/03","16:30","0.028","-","0.244"
"2023/05/03","16:36","0.03","-","0.229"
"2023/05/03","16:42","0.033","-","0.217"
"2023/05/03","16:48","0.038","-","0.221"
"2023/05/03","16:54","0.044","-","0.222"
"2023/05/03","17:00","0.052","-","0.231"
"2023/05/03","17:06","0.062","-","0.235"
"2023/05/03","17:12","0.074","-","0.252"
"2023/05/03","17:18","0.087","-","0.27"
"2023/05/03","17:24","0.102","-","0.291"
"2023/05/03","17:30","0.118","-","0.323"
"2023/05/03","17:36","0.136","-","0.332"
"2023/05/03","17:42","0.155","-","0.376"
"2023/05/03","17:48","0.176","-","0.388"
"2023/05/03","17:54","0.198","-","0.407"
"2023/05/03","18:00","0.221","-","0.423"
"2023/05/03","18:06","0.245","-","0.459"
"2023/05/03","18:12","0.271","-","0.484"
"2023/05/03","18:18","0.298","-","0.512"
"2023/05/03","18:24","0.326","-","0.541"
"2023/05/03","18:30","0.354","-","0.58"
"2023/05/03","18:36","0.384","-","0.607"
"2023/05/03","18:42","0.414","-","0.637"
"2023/05/03","18:48","0.445","-","0.669"
"2023/05/03","18:54","0.476","-","0.688"
"2023/05/03","19:00","0.508","-","0.735"
"2023/05/03","19:06","0.541","-","0.765"
"2023/05/03","19:12","0.573","-","0.808"
"2023/05/03","19:18","0.606","-","0.845"
"2023/05/03","19:24","0.639","-","0.863"
"2023/05/03","19:30","0.672","-","0.888"
"2023/05/03","19:36","0.705","-","0.93"
"2023/05/03","19:42","0.738","-","0.947"
"2023/05/03","19:48","0.771","-","0.986"
"2023/05/03","19:54","0.803","-","1.001"
"2023/05/03","20:00","0.835","-","1.045"
"2023/05/03","20:06","0.867","-","1.042"
"2023/05/03","20:12","0.898","-","1.067"
"2023/05/03","20:18","0.929","-","1.082"
"2023/05/03","20:24","0.959","-","1.096"
"2023/05/03","20:30","0.989","-","1.134"
"2023/05/03","20:36","1.018","-","1.154"
"2023/05/03","20:42","1.046","-","1.163"
"2023/05/03","20:48","1.073","-","1.203"
"2023/05/03","20:54","1.1","-","1.221"
"2023/05/03","21:00","1.125","-","1.238"
"2023/05/03","21:06","1.15","-","1.25"
"2023/05/03","21:12","1.173","-","1.266"
"2023/05/03","21:18","1.196","-","1.278"
"2023/05/03","21:24","1.217","-","1.287"
"2023/05/03","21:30","1.237","-","1.319"
"2023/05/03","21:36","1.256","-","1.323"
"2023/05/03","21:42","1.273","-","1.338"
"2023/05/03","21:48","1.289","-","1.362"
"2023/05/03","21:54","1.304","-","1.373"
"2023/05/03","22:00","1.317","-","1.389"
"2023/05/03","22:06","1.328","-","1.411"
"2023/05/03","22:12","1.338","-","1.425"
"2023/05/03","22:18","1.347","-","1.408"
"2023/05/03","22:24","1.353","-","1.418"
"2023/05/03","22:30","1.358","-","1.416"
"2023/05/03","22:36","1.362","-","1.419"
"2023/05/03","22:42","1.364","-","1.409"
"2023/05/03","22:48","1.363","-","1.431"
"2023/05/03","22:54","1.362","-","1.43"
"2023/05/03","23:00","1.358","-","1.427"
"2023/05/03","23:06","1.353","-","1.42"
"2023/05/03","23:12","1.346","-","1.433"
"2023/05/03","23:18","1.337","-","1.434"
"2023/05/03","23:24","1.326","-","1.417"
"2023/05/03","23:30","1.314","-","1.412"
"2023/05/03","23:36","1.3","-","1.406"
"2023/05/03","23:42","1.285","-","1.401"
"2023/05/03","23:48","1.268","-","1.389"
"2023/05/03","23:54","1.249","-","1.395"
"2023/05/04","00:00","1.229","-","1.387"
"2023/05/04","00:06","1.208","-","1.369"
"2023/05/04","00:12","1.185","-","1.36"
"2023/05/04","00:18","1.161","-","1.329"
"2023/05/04","00:24","1.136","-","1.316"
"2023/05/04","00:30","1.11","-","1.292"
"2023/05/04","00:36","1.083","-","1.275"
"2023/05/04","00:42","1.054","-","1.268"
"2023/05/04","00:48","1.026","-","1.23"
"2023/05/04","00:54","0.996","-","1.195"
"2023/05/04","01:00","0.966","-","1.158"
"2023/05/04","01:06","0.935","-","1.112"
"2023/05/04","01:12","0.903","-","1.086"
"2023/05/04","01:18","0.872","-","1.059"
"2023/05/04","01:24","0.84","-","1.026"
"2023/05/04","01:30","0.807","-","0.996"
"2023/05/04","01:36","0.775","-","0.965"
"2023/05/04","01:42","0.742","-","0.944"
"2023/05/04","01:48","0.71","-","0.898"
"2023/05/04","01:54","0.677","-","0.859"
"2023/05/04","02:00","0.645","-","0.824"
"2023/05/04","02:06","0.613","-","0.795"
"2023/05/04","02:12","0.581","-","0.752"
"2023/05/04","02:18","0.549","-","0.733"
"2023/05/04","02:24","0.518","-","0.683"
"2023/05/04","02:30","0.487","-","0.662"
"2023/05/04","02:36","0.457","-","0.629"
"2023/05/04","02:42","0.427","-","0.611"
"2023/05/04","02:48","0.398","-","0.585"
"2023/05/04","02:54","0.37","-","0.534"
"2023/05/04","03:00","0.342","-","0.496"
"2023/05/04","03:06","0.315","-","0.463"
"2023/05/04","03:12","0.289","-","0.426"
"2023/05/04","03:18","0.264","-","0.393"
"2023/05/04","03:24","0.24","-","0.351"
"2023/05/04","03:30","0.216","-","0.325"
"2023/05/04","03:36","0.194","-","0.302"
"2023/05/04","03:42","0.173","-","0.284"
"2023/05/04","03:48","0.154","-","0.269"
"2023/05/04","03:54","0.135","-","0.236"
"2023/05/04","04:00","0.118","-","0.217"
"2023/05/04","04:06","0.102","-","0.188"
"2023/05/04","04:12","0.088","-","0.175"
"2023/05/04","04:18","0.075","-","0.159"
"2023/05/04","04:24","0.063","-","0.136"
"2023/05/04","04:30","0.053","-","0.136"
"2023/05/04","04:36","0.045","-","0.132"
"2023/05/04","04:42","0.039","-","0.147"
"2023/05/04","04:48","0.034","-","0.172"
"2023/05/04","04:54","0.03","-","0.184"
"2023/05/04","05:00","0.029","-","0.214"
"2023/05/04","05:06","0.029","-","0.23"
"2023/05/04","05:12","0.031","-","0.245"
"2023/05/04","05:18","0.035","-","0.232"
"2023/05/04","05:24","0.04","-","0.234"
"2023/05/04","05:30","0.047","-","0.261"
"2023/05/04","05:36","0.056","-","0.287"
"2023/05/04","05:42","0.067","-","0.302"
"2023/05/04","05:48","0.079","-","0.329"
"2023/05/04","05:54","0.093","-","0.337"
"2023/05/04","06:00","0.109","-","0.356"
"2023/05/04","06:06","0.126","-","0.356"
"2023/05/04","06:12","0.144","-","0.371"
"2023/05/04","06:18","0.164","-","0.377"
"2023/05/04","06:24","0.185","-","0.397"
"2023/05/04","06:30","0.208","-","0.407"
"2023/05/04","06:36","0.231","-","0.417"
"2023/05/04","06:42","0.256","-","0.447"
"2023/05/04","06:48","0.282","-","0.451"
"2023/05/04","06:54","0.308","-","0.475"
"2023/05/04","07:00","0.336","-","0.501"
"2023/05/04","07:06","0.364","-","0.53"
"2023/05/04","07:12","0.392","-","0.556"
"2023/05/04","07:18","0.421","-","0.584"
"2023/05/04","07:24","0.451","-","0.598"
"2023/05/04","07:30","0.481","-","0.622"
"2023/05/04","07:36","0.511","-","0.665"
"2023/05/04","07:42","0.541","-","0.687"
"2023/05/04","07:48","0.572","-","0.737"
"2023/05/04","07:54","0.602","-","0.76"
"2023/05/04","08:00","0.632","-","0.793"
"2023/05/04","08:06","0.662","-","0.83"
"2023/05/04","08:12","0.692","-","0.864"
"2023/05/04","08:18","0.721","-","0.876"
"2023/05/04","08:24","0.75","-","0.91"
"2023/05/04","08:30","0.779","-","0.958"
"2023/05/04","08:36","0.807","-","0.986"
"2023/05/04","08:42","0.834","-","1.006"
"2023/05/04","08:48","0.86","-","1.028"
"2023/05/04","08:54","0.886","-","1.053"
"2023/05/04","09:00","0.911","-","1.079"
"2023/05/04","09:06","0.935","-","1.089"
"2023/05/04","09:12","0.959","-","1.098"
"2023/05/04","09:18","0.981","-","1.13"
"2023/05/04","09:24","1.002","-","1.145"
"2023/05/04","09:30","1.022","-","1.153"
"2023/05/04","09:36","1.042","-","1.173"
"2023/05/04","09:42","1.06","-","1.186"
"2023/05/04","09:48","1.076","-","1.205"
"2023/05/04","09:54","1.092","-","1.229"
"2023/05/04","10:00","1.106","-","1.226"
"2023/05/04","10:06","1.119","-","1.228"
"2023/05/04","10:12","1.13","-","1.233"
"2023/05/04","10:18","1.141","-","1.258"
"2023/05/04","10:24","1.149","-","1.269"
"2023/05/04","10:30","1.156","-","1.281"
"2023/05/04","10:36","1.162","-","1.289"
"2023/05/04","10:42","1.166","-","1.296"
"2023/05/04","10:48","1.169","-","1.301"
"2023/05/04","10:54","1.17","-","1.311"
"2023/05/04","11:00","1.17","-","1.308"
"2023/05/04","11:06","1.167","-","1.316"
"2023/05/04","11:12","1.164","-","1.331"
"2023/05/04","11:18","1.158","-","1.339"
"2023/05/04","11:24","1.152","-","1.34"
"2023/05/04","11:30","1.143","-","1.345"
"2023/05/04","11:36","1.133","-","1.351"
"2023/05/04","11:42","1.122","-","1.344"
"2023/05/04","11:48","1.109","-","1.336"
"2023/05/04","11:54","1.095","-","1.34"
"2023/05/04","12:00","1.079","-","1.331"
"2023/05/04","12:06","1.062","-","1.317"
"2023/05/04","12:12","1.043","-","1.301"
"2023/05/04","12:18","1.023","-","1.282"
"2023/05/04","12:24","1.003","-","1.268"
"2023/05/04","12:30","0.981","-","1.252"
"2023/05/04","12:36","0.958","-","1.228"
